department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
Technology,region_13,Bachelors,f,other,1,33,3,4,1,0,76,Y
Procurement,region_2,Bachelors,f,sourcing,1,33,5,9,1,0,71,N
Technology,region_2,Bachelors,f,other,1,59,3,28,0,0,78,N
Operations,region_2,Bachelors,f,other,1,38,2,8,0,0,59,N
Operations,region_2,Bachelors,m,sourcing,1,48,4,13,0,0,57,N
Legal,region_11,Bachelors,m,other,1,31,3,1,1,0,62,N
Technology,region_5,Master & above,f,sourcing,1,32,1,5,0,0,77,N
Procurement,region_22,Bachelors,m,other,3,24,3,2,0,0,63,N
Technology,region_7,Master & above,m,sourcing,2,37,5,5,1,0,77,N
Sales & Marketing,region_7,Bachelors,f,sourcing,1,32,5,8,1,0,46,Y
Sales & Marketing,region_4,Bachelors,m,other,1,31,3,2,0,0,48,N
Operations,region_2,Bachelors,m,sourcing,2,45,3,5,1,1,61,N
Sales & Marketing,region_2,Bachelors,m,other,1,57,5,6,0,0,45,N
Operations,region_15,Master & above,m,other,2,39,2,8,0,0,59,N
Procurement,region_2,Master & above,m,sourcing,1,42,1,4,0,0,70,N
Operations,region_7,Bachelors,f,other,1,45,3,4,0,1,65,Y
Operations,region_30,Master & above,m,sourcing,1,41,3,3,1,0,61,N
Technology,region_27,Master & above,f,sourcing,1,41,1,11,0,0,74,N
Sales & Marketing,region_24,Master & above,m,sourcing,1,34,1,7,0,0,50,N
Sales & Marketing,region_31,Bachelors,m,sourcing,1,47,5,18,0,0,52,N
Sales & Marketing,region_25,Master & above,m,sourcing,1,33,5,7,1,0,51,N
Operations,region_22,Master & above,f,sourcing,1,48,3,15,0,0,69,Y
Operations,region_15,Bachelors,m,other,1,34,4,3,0,0,60,N
Sales & Marketing,region_1,Master & above,m,other,1,35,5,4,1,0,47,N
Analytics,region_1,Master & above,m,sourcing,1,35,5,4,1,0,84,N
Technology,region_15,Bachelors,f,sourcing,2,26,3,2,0,0,79,N
Sales & Marketing,region_14,Master & above,m,sourcing,1,45,3,17,0,0,49,N
Sales & Marketing,region_9,Master & above,f,sourcing,1,31,3,1,0,0,54,N
Sales & Marketing,region_34,Bachelors,m,sourcing,1,30,5,7,0,0,49,N
Sales & Marketing,region_13,Bachelors,m,sourcing,1,46,1,5,0,0,50,N
Operations,region_2,Bachelors,f,other,1,60,5,4,1,0,56,N
Operations,region_27,Bachelors,m,other,1,44,5,11,1,0,55,N
Technology,region_22,Master & above,m,sourcing,3,35,3,3,0,0,86,N
Sales & Marketing,region_22,Bachelors,m,sourcing,2,33,2,6,0,0,52,N
Operations,region_6,Bachelors,m,sourcing,1,38,4,8,1,0,55,N
Technology,region_22,Master & above,m,sourcing,1,39,3,5,0,0,80,N
Sales & Marketing,region_26,Bachelors,m,other,1,30,3,2,0,0,50,N
Sales & Marketing,region_7,Bachelors,m,sourcing,1,57,4,3,0,0,50,N
Sales & Marketing,region_2,Bachelors,f,other,1,34,1,7,0,0,50,N
Operations,region_2,Bachelors,m,other,1,38,3,4,1,0,66,N
Procurement,region_17,Master & above,m,other,1,45,3,16,0,0,87,Y
Sales & Marketing,region_1,Master & above,m,other,1,40,1,11,0,0,53,N
Procurement,region_32,Bachelors,m,other,2,32,3,3,0,0,70,N
Sales & Marketing,region_2,Bachelors,f,sourcing,2,29,3,2,0,0,48,N
Finance,region_2,Bachelors,f,other,1,39,4,11,0,0,59,N
Analytics,region_13,Bachelors,m,sourcing,1,32,3,7,0,0,80,N
Operations,region_2,Master & above,m,other,2,57,4,7,1,0,58,N
Procurement,region_11,Bachelors,f,other,1,36,3,4,1,0,72,N
Sales & Marketing,region_2,Bachelors,m,other,1,34,1,5,0,0,46,N
HR,region_22,Master & above,f,other,1,33,5,7,1,0,50,N
Technology,region_2,Master & above,m,sourcing,1,39,2,4,1,0,81,N
Finance,region_15,Bachelors,f,sourcing,2,32,4,8,0,0,59,N
Technology,region_2,Bachelors,m,referred,1,31,3,6,0,0,77,N
Sales & Marketing,region_22,Bachelors,m,other,1,31,1,7,1,0,52,N
Procurement,region_22,Bachelors,f,other,1,25,3,3,0,0,68,N
Sales & Marketing,region_4,Bachelors,f,sourcing,1,43,5,4,1,0,50,N
Procurement,region_2,Master & above,f,other,1,50,1,16,0,0,68,N
Operations,region_22,Master & above,m,other,3,32,3,4,1,0,64,Y
Finance,region_32,Bachelors,m,sourcing,1,28,3,2,0,0,59,N
Sales & Marketing,region_17,Bachelors,m,other,1,32,1,5,0,0,51,N
Sales & Marketing,region_16,Bachelors,m,sourcing,1,34,5,5,0,0,49,N
Operations,region_16,Bachelors,m,other,1,30,5,4,0,0,55,N
Operations,region_7,Master & above,f,sourcing,1,33,5,6,0,0,74,Y
Procurement,region_7,Master & above,m,sourcing,2,46,4,19,1,0,70,N
Sales & Marketing,region_12,Bachelors,m,sourcing,1,35,4,10,1,0,50,Y
Operations,region_7,Bachelors,m,other,1,33,5,8,1,0,59,Y
Operations,region_22,Bachelors,m,sourcing,1,30,4,4,0,0,59,N
Procurement,region_7,Bachelors,m,sourcing,2,33,5,4,1,0,71,N
Sales & Marketing,region_13,Bachelors,m,other,1,28,4,5,0,0,52,N
Technology,region_24,Master & above,m,other,1,38,3,8,0,0,84,N
Sales & Marketing,region_2,Bachelors,f,sourcing,1,34,2,7,1,0,49,Y
Procurement,region_31,Bachelors,f,sourcing,2,30,3,5,0,0,73,N
Operations,region_12,Bachelors,f,sourcing,1,29,2,7,0,0,60,N
R&D,region_26,Bachelors,m,sourcing,1,30,3,3,0,0,83,N
Sales & Marketing,region_31,Bachelors,m,sourcing,1,38,4,10,0,0,50,N
Operations,region_7,Bachelors,m,other,3,40,3,11,0,0,60,N
HR,region_2,Master & above,f,sourcing,1,53,4,25,0,0,47,N
Sales & Marketing,region_17,Bachelors,f,sourcing,1,26,3,2,0,0,49,N
Procurement,region_10,Bachelors,m,other,1,28,3,4,0,0,65,N
HR,region_7,Bachelors,f,sourcing,1,30,3,3,0,0,51,N
Operations,region_15,Master & above,m,other,1,59,4,4,1,0,56,N
Technology,region_14,Bachelors,m,sourcing,1,31,3,4,0,0,83,N
Procurement,region_7,Bachelors,f,other,1,26,3,2,0,0,69,N
Operations,region_19,Master & above,f,sourcing,1,37,3,10,0,0,62,N
Operations,region_8,Bachelors,f,sourcing,1,25,3,1,0,0,62,N
Technology,region_31,Bachelors,m,other,1,27,2,3,1,0,78,N
Operations,region_2,Master & above,m,sourcing,1,39,4,10,0,0,60,N
Analytics,region_28,Bachelors,m,other,1,36,5,3,1,0,91,Y
Procurement,region_23,Master & above,m,other,2,35,5,6,1,0,91,Y
Procurement,region_22,Master & above,m,sourcing,1,37,5,9,1,0,75,N
Technology,region_28,Master & above,m,sourcing,2,35,1,9,0,0,80,N
Sales & Marketing,region_28,Master & above,f,other,1,30,1,5,0,0,54,N
R&D,region_29,Bachelors,m,sourcing,1,30,5,1,0,0,96,Y
Technology,region_2,Bachelors,m,other,1,45,4,3,0,0,83,N
Procurement,region_23,Master & above,m,other,1,36,3,7,1,0,71,N
Sales & Marketing,region_11,Bachelors,m,sourcing,1,37,3,4,0,0,50,N
Procurement,region_2,Bachelors,f,sourcing,2,39,3,4,0,0,73,N
Operations,region_19,Bachelors,m,other,1,37,5,6,0,0,59,N
Procurement,region_22,Master & above,m,sourcing,1,40,3,12,0,0,70,N
Sales & Marketing,region_3,Bachelors,m,other,1,30,5,3,1,0,52,N
Operations,region_31,Master & above,m,other,1,36,4,7,0,0,56,N
Sales & Marketing,region_15,Bachelors,f,other,1,27,2,4,0,0,57,N
Operations,region_11,Bachelors,f,other,1,29,1,4,0,0,57,N
Technology,region_2,Bachelors,f,sourcing,7,31,3,5,1,0,82,N
Procurement,region_22,Master & above,m,other,1,36,4,7,1,0,67,N
Operations,region_12,Bachelors,m,other,1,30,4,4,0,0,57,N
Analytics,region_28,Master & above,m,other,2,32,3,6,1,0,86,N
Sales & Marketing,region_15,Bachelors,m,sourcing,1,29,5,2,0,0,50,N
Sales & Marketing,region_22,Master & above,m,other,2,38,1,8,0,0,47,N
Procurement,region_2,Master & above,f,other,1,51,3,15,0,0,71,N
Finance,region_22,Master & above,m,other,1,32,3,8,0,0,58,N
Technology,region_14,Master & above,f,sourcing,1,36,3,5,1,0,83,N
Operations,region_15,Bachelors,m,sourcing,2,30,5,5,1,0,57,N
Finance,region_26,Bachelors,f,sourcing,1,26,3,5,0,0,56,N
R&D,region_7,Bachelors,m,sourcing,2,32,5,3,1,0,83,Y
Sales & Marketing,region_30,Bachelors,m,other,2,26,3,3,0,0,50,N
Analytics,region_28,Bachelors,m,sourcing,1,30,4,2,0,0,83,N
Sales & Marketing,region_6,Bachelors,f,other,1,28,1,2,0,0,50,N
Sales & Marketing,region_26,Bachelors,m,sourcing,1,40,3,18,1,0,55,Y
Legal,region_2,Bachelors,m,other,1,33,1,6,0,0,66,N
Operations,region_29,Bachelors,m,sourcing,1,30,4,2,1,0,61,N
Sales & Marketing,region_4,Master & above,f,sourcing,1,37,3,9,0,0,44,N
Analytics,region_2,Bachelors,m,other,2,31,3,2,0,0,84,N
Sales & Marketing,region_31,Bachelors,m,sourcing,1,43,3,3,0,0,48,N
Sales & Marketing,region_2,Master & above,f,other,1,39,1,10,1,0,52,Y
Procurement,region_4,Master & above,m,other,1,41,2,12,0,0,71,N
R&D,region_4,Master & above,m,other,1,35,5,4,1,0,85,N
Sales & Marketing,region_1,Master & above,m,sourcing,3,33,2,7,0,0,53,N
Sales & Marketing,region_17,Master & above,m,other,1,35,3,3,0,0,47,N
Sales & Marketing,region_15,Bachelors,m,sourcing,1,30,2,8,1,1,50,N
Procurement,region_15,Bachelors,m,other,1,29,3,2,0,0,68,N
Sales & Marketing,region_6,Bachelors,m,other,1,28,5,2,1,0,50,N
Operations,region_2,Master & above,f,other,1,48,5,15,1,0,61,N
Technology,region_2,Bachelors,m,other,1,31,3,3,0,0,79,N
Sales & Marketing,region_1,Bachelors,m,other,1,26,1,3,1,0,50,N
Operations,region_8,Master & above,f,sourcing,1,38,3,2,1,0,61,N
Technology,region_2,Master & above,f,other,1,49,1,24,0,0,77,N
Sales & Marketing,region_2,Bachelors,f,other,1,35,5,7,0,0,48,N
Finance,region_2,Bachelors,f,other,2,46,3,3,0,0,59,N
Procurement,region_22,Master & above,m,other,1,34,2,6,0,0,69,N
Finance,region_22,Bachelors,f,sourcing,2,30,1,3,1,0,59,N
Sales & Marketing,region_4,Master & above,m,sourcing,1,49,3,17,0,0,48,N
Procurement,region_27,Master & above,f,other,1,35,3,5,0,0,68,N
R&D,region_22,Master & above,m,other,1,34,4,4,0,0,83,N
Sales & Marketing,region_30,Bachelors,m,other,7,26,2,5,0,0,46,N
Operations,region_7,Master & above,f,other,1,37,3,4,0,0,58,N
Analytics,region_27,Bachelors,m,other,2,25,4,2,0,0,80,N
Sales & Marketing,region_2,Bachelors,m,other,1,47,4,16,1,0,48,Y
Analytics,region_12,Bachelors,m,sourcing,1,28,2,5,0,0,85,N
Sales & Marketing,region_14,Bachelors,m,other,1,32,5,10,1,0,48,N
Procurement,region_19,Bachelors,m,other,1,34,3,4,0,0,71,N
Legal,region_22,Bachelors,m,other,1,32,2,6,0,0,59,N
Procurement,region_24,Master & above,m,sourcing,2,32,2,5,0,0,72,N
Sales & Marketing,region_8,Bachelors,m,other,1,29,4,3,0,0,52,N
Operations,region_22,Bachelors,m,other,1,32,4,4,1,1,57,Y
Sales & Marketing,region_22,Bachelors,m,other,5,27,3,2,0,0,52,N
Sales & Marketing,region_13,Bachelors,m,other,1,34,5,4,1,0,51,N
Sales & Marketing,region_16,Master & above,f,other,1,36,3,8,0,0,48,N
Operations,region_8,Bachelors,m,sourcing,1,26,5,2,1,0,59,N
Sales & Marketing,region_14,Master & above,m,other,1,33,4,3,1,0,94,Y
Sales & Marketing,region_27,Master & above,m,other,1,47,1,3,0,0,45,N
Sales & Marketing,region_11,Bachelors,m,other,1,42,3,2,0,0,48,N
Sales & Marketing,region_26,Master & above,m,other,1,38,1,8,0,0,54,N
Technology,region_32,Bachelors,f,sourcing,4,32,5,8,0,0,93,Y
Procurement,region_17,Bachelors,f,other,1,44,3,16,0,0,70,N
Sales & Marketing,region_22,Master & above,m,other,1,33,4,5,1,0,46,N
Sales & Marketing,region_26,Bachelors,m,sourcing,2,27,3,3,0,0,55,N
Technology,region_2,Master & above,m,other,2,50,5,14,0,0,85,N
Procurement,region_31,Bachelors,f,other,2,29,3,4,0,0,71,N
Procurement,region_34,Bachelors,m,other,1,29,5,4,0,0,84,Y
Analytics,region_2,Bachelors,m,other,1,44,5,7,1,0,84,N
Operations,region_8,Bachelors,f,other,1,32,4,2,1,0,61,N
Analytics,region_28,Master & above,m,sourcing,2,30,3,6,0,0,83,N
Operations,region_21,Bachelors,m,other,1,37,5,4,1,0,59,N
Operations,region_22,Bachelors,f,sourcing,1,37,3,5,1,0,59,N
Sales & Marketing,region_14,Bachelors,m,sourcing,1,32,1,4,0,0,52,N
Procurement,region_23,Bachelors,m,sourcing,1,36,3,2,0,0,66,N
Procurement,region_2,Bachelors,f,other,2,34,3,4,1,0,62,N
Finance,region_8,Bachelors,f,other,1,30,3,3,0,0,65,N
Sales & Marketing,region_29,Master & above,m,sourcing,1,31,1,2,0,0,51,N
Technology,region_2,Bachelors,m,referred,1,41,5,7,0,0,83,N
Operations,region_2,Master & above,m,sourcing,1,33,2,7,0,0,57,N
Operations,region_20,Bachelors,m,other,1,25,4,3,0,0,58,N
Operations,region_7,Bachelors,f,sourcing,1,39,3,6,1,0,58,N
Procurement,region_12,Bachelors,f,sourcing,1,31,3,6,0,0,70,N
Technology,region_2,Master & above,f,sourcing,1,56,2,16,0,0,79,N
Sales & Marketing,region_14,Bachelors,m,other,1,30,1,3,0,0,50,N
Operations,region_4,Bachelors,m,other,2,29,5,5,1,0,63,Y
Sales & Marketing,region_9,Master & above,m,sourcing,1,31,4,3,0,0,50,N
R&D,region_31,Master & above,m,sourcing,2,28,4,2,0,0,82,N
Analytics,region_20,Bachelors,m,other,2,30,2,3,0,0,82,N
Analytics,region_11,Bachelors,m,sourcing,1,30,1,2,0,0,84,N
Procurement,region_7,Bachelors,f,other,1,29,4,6,1,0,65,N
Operations,region_19,Bachelors,f,other,1,31,3,3,1,0,60,N
Analytics,region_25,Bachelors,m,other,1,30,3,6,1,0,84,Y
Operations,region_16,Bachelors,m,sourcing,1,44,5,4,1,0,60,N
Procurement,region_24,Master & above,f,other,1,31,1,6,0,0,70,N
Technology,region_33,Bachelors,f,other,1,35,4,3,0,0,77,N
Procurement,region_23,Master & above,m,other,1,41,3,3,0,0,73,N
Sales & Marketing,region_25,Bachelors,m,other,1,33,5,7,1,0,47,N
Technology,region_31,Bachelors,m,sourcing,1,33,5,4,1,0,81,N
Operations,region_2,Below Secondary,m,sourcing,1,26,5,3,0,0,60,N
Sales & Marketing,region_13,Bachelors,m,sourcing,1,47,4,19,0,0,48,N
Sales & Marketing,region_11,Bachelors,m,sourcing,1,28,5,5,1,0,51,N
Sales & Marketing,region_13,Bachelors,m,other,1,32,1,5,0,0,52,N
Sales & Marketing,region_24,Bachelors,m,other,1,36,3,10,0,0,50,N
Procurement,region_7,Master & above,f,other,2,39,3,5,0,0,68,N
Technology,region_7,Bachelors,f,other,1,29,5,2,1,0,81,N
Operations,region_2,Bachelors,m,sourcing,1,48,2,4,0,0,58,N
HR,region_2,Bachelors,m,other,2,32,3,5,0,0,49,N
Operations,region_2,Bachelors,f,other,1,39,2,5,0,0,63,N
Operations,region_2,Master & above,m,other,1,53,4,19,1,0,57,N
Sales & Marketing,region_22,Bachelors,m,other,1,42,3,4,0,0,53,N
Finance,region_2,Master & above,f,other,2,35,5,4,0,0,59,N
Analytics,region_34,Bachelors,m,sourcing,1,30,1,4,0,0,82,N
Operations,region_8,Bachelors,m,other,1,26,5,3,0,0,56,N
Sales & Marketing,region_7,Bachelors,m,other,1,35,5,3,1,1,45,Y
Sales & Marketing,region_7,Bachelors,m,sourcing,1,45,1,5,0,0,52,N
Procurement,region_27,Bachelors,m,sourcing,5,37,3,9,0,0,64,N
Operations,region_2,Bachelors,f,other,1,42,5,10,1,0,59,N
Sales & Marketing,region_7,Master & above,m,other,1,43,5,14,1,0,50,N
Operations,region_11,Bachelors,m,other,1,27,5,2,1,0,58,N
Sales & Marketing,region_15,Master & above,m,sourcing,1,38,1,10,0,0,50,N
Analytics,region_9,Master & above,m,other,1,31,4,5,1,0,82,N
Operations,region_15,Bachelors,f,sourcing,1,30,2,2,0,0,64,N
Sales & Marketing,region_16,Master & above,m,other,1,35,1,4,0,0,48,N
Operations,region_7,Master & above,f,sourcing,2,38,5,4,1,0,63,N
R&D,region_22,Bachelors,m,sourcing,3,30,5,2,0,0,85,N
Sales & Marketing,region_30,Bachelors,m,sourcing,2,28,3,2,0,0,52,N
Operations,region_13,Master & above,m,other,1,42,4,7,0,0,59,N
Procurement,region_22,Bachelors,m,sourcing,1,33,2,7,0,0,68,N
Sales & Marketing,region_11,Master & above,m,other,1,39,4,4,0,0,45,N
Technology,region_13,Master & above,f,other,1,43,4,6,0,0,81,N
Operations,region_14,Bachelors,f,sourcing,1,30,4,7,0,0,59,N
Analytics,region_15,Master & above,m,sourcing,1,37,3,3,1,0,85,N
Technology,region_31,Bachelors,m,other,1,33,4,6,1,1,81,N
Sales & Marketing,region_1,Master & above,m,sourcing,1,38,5,10,0,0,49,N
Analytics,region_22,Bachelors,f,sourcing,2,27,3,3,1,0,85,Y
Operations,region_22,Bachelors,f,sourcing,1,24,5,2,0,0,55,N
Operations,region_16,Bachelors,f,sourcing,1,35,2,10,0,0,58,N
Operations,region_2,Master & above,m,other,2,42,5,2,1,0,57,N
Sales & Marketing,region_28,Master & above,m,other,1,32,3,7,0,0,53,N
Sales & Marketing,region_26,Bachelors,m,other,2,25,3,2,0,0,45,N
Procurement,region_2,Master & above,f,other,1,35,5,6,1,0,67,N
Technology,region_2,Master & above,f,sourcing,1,54,3,24,0,0,75,N
Sales & Marketing,region_32,Bachelors,m,other,1,33,2,3,0,0,45,N
Analytics,region_31,Bachelors,m,other,2,28,3,2,1,0,86,Y
HR,region_23,Master & above,f,other,1,36,3,8,0,0,44,N
Procurement,region_2,Master & above,f,other,3,51,3,7,1,0,72,N
Operations,region_11,Bachelors,f,sourcing,2,31,3,2,0,0,57,N
Sales & Marketing,region_26,Bachelors,m,other,2,25,1,4,0,0,47,N
HR,region_2,Master & above,m,sourcing,1,45,3,3,0,0,51,N
Finance,region_7,Bachelors,m,sourcing,1,31,3,4,0,0,64,N
HR,region_14,Bachelors,m,other,1,39,3,11,0,0,53,N
Procurement,region_15,Bachelors,f,other,1,39,4,5,1,0,73,N
Procurement,region_26,Bachelors,f,other,1,25,2,2,1,0,66,N
Operations,region_4,Master & above,f,sourcing,1,37,5,8,1,1,99,Y
Technology,region_20,Bachelors,m,other,1,29,5,3,1,0,80,N
Sales & Marketing,region_6,Bachelors,m,other,1,27,1,5,0,0,52,N
Operations,region_2,Bachelors,m,other,1,27,4,3,0,0,59,N
Sales & Marketing,region_11,Bachelors,m,other,1,47,4,6,0,0,51,N
Finance,region_2,Master & above,m,sourcing,1,36,4,3,0,0,55,N
Operations,region_8,Bachelors,m,other,1,35,5,9,1,0,58,N
Sales & Marketing,region_8,Bachelors,m,sourcing,1,35,3,8,0,0,51,N
Technology,region_2,Bachelors,f,sourcing,2,32,3,5,1,0,82,N
Finance,region_28,Master & above,m,other,1,33,3,3,1,1,60,Y
Sales & Marketing,region_10,Master & above,f,sourcing,1,32,2,5,0,0,56,N
Procurement,region_19,Bachelors,m,other,1,41,5,4,1,0,73,N
Finance,region_13,Master & above,m,sourcing,1,40,5,4,0,0,58,N
Operations,region_3,Bachelors,f,sourcing,1,31,3,4,0,0,55,N
Technology,region_7,Bachelors,m,other,1,25,3,2,0,0,78,N
Legal,region_2,Master & above,m,other,1,58,3,15,1,0,60,N
Sales & Marketing,region_32,Bachelors,f,other,1,27,1,4,0,0,53,N
Sales & Marketing,region_27,Bachelors,m,other,1,29,5,5,1,0,52,N
Sales & Marketing,region_22,Bachelors,m,sourcing,2,33,4,8,0,0,46,N
Operations,region_26,Bachelors,f,other,1,32,4,2,1,0,59,N
Finance,region_7,Master & above,f,sourcing,1,36,5,2,1,0,57,N
Procurement,region_2,Master & above,f,other,1,37,3,3,0,0,72,N
HR,region_32,Bachelors,m,other,1,30,5,7,1,0,51,N
Technology,region_23,Master & above,m,sourcing,1,43,2,7,0,0,77,N
Technology,region_29,Master & above,f,other,1,31,3,5,1,0,81,N
R&D,region_31,Master & above,m,other,2,34,4,4,0,0,86,N
Operations,region_2,Bachelors,m,sourcing,1,45,4,18,1,0,61,N
Analytics,region_22,Master & above,m,other,2,30,3,6,0,0,80,N
Analytics,region_15,Bachelors,m,sourcing,3,39,3,6,0,0,84,N
Technology,region_17,Master & above,m,other,1,34,5,5,1,0,81,N
Technology,region_15,Master & above,m,other,1,36,2,8,0,0,86,N
Technology,region_26,Bachelors,m,sourcing,1,25,4,3,0,0,80,N
Sales & Marketing,region_32,Bachelors,m,sourcing,1,28,4,4,0,0,45,N
Finance,region_12,Bachelors,m,other,1,31,2,5,0,0,60,N
Procurement,region_2,Master & above,f,other,1,49,5,7,1,0,73,N
Technology,region_7,Master & above,f,other,1,39,4,4,1,0,78,Y
Sales & Marketing,region_31,Bachelors,m,sourcing,1,49,3,19,0,0,50,N
Procurement,region_22,Master & above,f,sourcing,1,37,3,9,0,0,67,N
Technology,region_26,Bachelors,f,sourcing,1,38,2,5,1,0,79,N
Operations,region_2,Bachelors,m,other,1,38,4,10,0,0,59,N
Sales & Marketing,region_22,Master & above,m,sourcing,1,44,1,9,0,0,54,N
Technology,region_22,Bachelors,m,referred,1,30,4,2,1,0,84,N
Analytics,region_13,Master & above,m,other,1,34,2,6,0,0,86,N
Operations,region_2,Master & above,f,sourcing,2,34,5,7,0,0,61,N
Technology,region_22,Master & above,f,sourcing,1,35,1,4,0,0,81,N
Procurement,region_17,Bachelors,f,other,1,38,2,4,0,0,65,N
Procurement,region_26,Bachelors,f,other,1,40,3,7,0,0,68,N
Legal,region_2,Bachelors,f,other,1,52,3,4,1,1,55,N
Sales & Marketing,region_7,Bachelors,m,sourcing,1,60,2,12,0,0,48,N
Operations,region_22,Bachelors,m,other,1,32,2,5,1,0,62,N
HR,region_26,Bachelors,m,other,1,28,2,2,1,0,52,Y
Sales & Marketing,region_9,Bachelors,m,sourcing,1,28,1,3,0,0,52,N
Operations,region_2,Master & above,f,sourcing,2,51,5,16,1,0,62,N
Sales & Marketing,region_2,Master & above,m,sourcing,1,33,4,5,0,0,49,N
Sales & Marketing,region_28,Master & above,f,other,1,31,3,1,0,0,47,N
Sales & Marketing,region_28,Bachelors,m,other,1,26,2,3,0,0,54,N
Operations,region_13,Bachelors,f,sourcing,1,29,5,2,1,0,60,N
Finance,region_6,Bachelors,m,sourcing,3,31,4,3,0,0,65,N
Operations,region_22,Bachelors,m,sourcing,1,43,2,11,0,0,57,N
Sales & Marketing,region_27,Bachelors,m,sourcing,1,32,1,6,1,0,47,N
Operations,region_7,Bachelors,m,sourcing,1,33,3,4,0,0,74,Y
Sales & Marketing,region_31,Bachelors,m,sourcing,1,30,1,3,0,0,48,N
HR,region_2,Master & above,f,sourcing,1,43,5,11,1,0,51,N
Operations,region_2,Bachelors,m,other,1,44,4,15,0,0,55,N
Analytics,region_22,Master & above,f,other,1,33,3,2,0,0,84,N
Sales & Marketing,region_29,Bachelors,m,other,1,31,2,7,0,0,50,N
Sales & Marketing,region_5,Master & above,m,other,1,37,1,10,0,0,48,N
Technology,region_7,Bachelors,f,other,2,32,3,6,0,0,79,N
Technology,region_16,Bachelors,f,sourcing,1,37,3,11,0,0,79,N
Sales & Marketing,region_27,Master & above,m,sourcing,1,37,3,5,0,0,49,N
Operations,region_4,Master & above,m,sourcing,2,35,3,9,0,0,56,N
Operations,region_32,Bachelors,m,other,1,36,4,3,1,0,74,Y
Technology,region_7,Bachelors,m,sourcing,2,39,3,5,1,0,78,N
Operations,region_20,Bachelors,f,other,1,30,5,5,0,0,56,N
Operations,region_4,Bachelors,f,other,1,26,3,5,0,0,60,N
Sales & Marketing,region_22,Bachelors,m,other,1,27,3,3,0,0,51,N
Analytics,region_22,Bachelors,m,referred,1,32,3,3,1,1,78,Y
Operations,region_26,Bachelors,m,other,1,42,3,12,0,0,55,N
R&D,region_4,Bachelors,m,sourcing,1,35,5,7,0,0,89,N
Technology,region_27,Bachelors,m,other,1,28,2,2,0,0,79,N
HR,region_2,Bachelors,f,sourcing,1,27,5,5,1,0,46,N
Operations,region_7,Master & above,f,sourcing,1,38,3,9,0,0,62,N
Operations,region_15,Master & above,m,sourcing,1,43,2,3,0,0,59,N
Sales & Marketing,region_2,Master & above,f,sourcing,1,34,5,9,0,0,49,N
Technology,region_2,Master & above,m,other,1,38,3,8,0,0,77,N
Operations,region_27,Bachelors,f,sourcing,1,25,1,2,0,0,57,N
Technology,region_26,Bachelors,m,other,1,35,1,6,1,0,77,Y
Sales & Marketing,region_34,Bachelors,m,sourcing,1,29,1,5,0,0,48,N
Sales & Marketing,region_26,Bachelors,m,other,1,40,1,6,0,0,55,N
Technology,region_27,Bachelors,f,sourcing,1,35,1,4,1,0,83,N
Analytics,region_22,Bachelors,m,other,1,34,3,3,0,0,89,Y
Procurement,region_2,Bachelors,f,sourcing,1,37,1,2,0,0,64,N
R&D,region_11,Master & above,m,sourcing,1,29,3,2,1,0,84,N
Technology,region_8,Master & above,m,other,1,39,1,8,0,0,77,N
Procurement,region_17,Bachelors,m,sourcing,1,50,3,8,0,0,71,N
HR,region_22,Bachelors,f,sourcing,1,25,5,2,1,0,47,N
Sales & Marketing,region_27,Bachelors,m,other,1,40,2,10,0,0,49,N
Sales & Marketing,region_4,Bachelors,f,other,1,30,3,8,1,0,50,Y
Procurement,region_20,Bachelors,f,other,1,33,2,3,1,0,69,Y
Procurement,region_28,Bachelors,f,other,1,32,3,3,0,0,70,N
